amount,senderVpa,receiverVpa,location,timestamp,hour_of_day,is_night,is_round_amount,vpa_domain_match,amount_log,velocity_score,location_risk_score,amount_zscore,label
132000.0,fraud40@ybl,victim87@okaxis,Foreign,2026-04-04T03:42:38.808792Z,3,1.0,1.0,0.0,11.790564777297387,8,1.0,3.1079734988616714,1
6417.0,user233@upi,user190@upi,Kolkata,2026-03-29T17:42:38.689468Z,17,0.0,0.0,1.0,8.766861821669803,2,0.1,0.5898987258358623,0
6812.0,user228@upi,user15@upi,Pune,2026-04-05T15:42:38.787431Z,15,0.0,0.0,1.0,8.826587830773668,1,0.1,-0.1977018185736535,0
2271.0,user493@upi,user385@upi,Kolkata,2026-03-30T22:42:38.690828Z,22,0.0,0.0,1.0,7.7284157798410416,0,0.1,0.9887293384670115,0
4454.0,user376@upi,user144@upi,Pune,2026-04-22T21:42:38.718484Z,21,0.0,0.0,1.0,8.40178233990491,2,0.1,0.21241582931641068,0
341000.0,fraud162@ybl,victim26@ibl,Unknown,2026-04-16T03:42:38.800220Z,3,1.0,1.0,0.0,12.739640688812674,11,1.0,5.4049733236664945,1
11569.0,user45@upi,user121@upi,Pune,2026-04-26T08:42:38.696340Z,8,0.0,0.0,1.0,9.356170820187723,0,0.1,0.9908579682997811,0
5217.0,user478@upi,user218@upi,Bangalore,2026-04-26T10:42:38.707376Z,10,0.0,0.0,1.0,8.559869465696673,0,0.1,-0.312673722107093,0
299000.0,fraud521@okaxis,victim47@ibl,Foreign,2026-04-23T02:42:38.804926Z,2,1.0,1.0,0.0,12.608202196848836,7,1.0,3.3744282317147434,1
1322.0,user60@upi,user39@upi,Mumbai,2026-04-13T17:42:38.784959Z,17,0.0,0.0,1.0,7.187657164114956,2,0.1,-0.3646835229230537,0
690.0,user259@upi,user81@upi,Delhi,2026-04-13T11:42:38.708855Z,11,0.0,0.0,1.0,6.53813982376767,2,0.1,0.9481963015472599,0
5329.0,user324@upi,user81@upi,Delhi,2026-04-11T19:42:38.786524Z,19,0.0,0.0,1.0,8.58110651715989,0,0.1,0.21438078869410315,0
14567.0,user196@upi,user379@upi,Mumbai,2026-04-22T22:42:38.777479Z,22,0.0,0.0,1.0,9.586582621407445,1,0.1,0.5464592926940233,0
311000.0,fraud346@okaxis,victim66@upi,Unknown,2026-04-15T02:42:38.812106Z,2,1.0,1.0,0.0,12.647551406590285,7,1.0,3.8341434226122835,1
485000.0,fraud519@ibl,victim22@ybl,Unknown,2026-04-12T03:42:38.808310Z,3,1.0,1.0,0.0,13.091906231773164,5,1.0,6.640698699278904,1
13932.0,user215@upi,user361@upi,Kolkata,2026-04-01T22:42:38.709097Z,22,0.0,0.0,1.0,9.542015406113592,1,0.1,0.8978234682096911,0
7480.0,user38@upi,user353@upi,Mumbai,2026-04-12T10:42:38.690028Z,10,0.0,0.0,1.0,8.920121751872404,1,0.1,0.12343261932117255,0
156000.0,fraud299@ibl,victim7@okaxis,Suspicious,2026-04-07T02:42:38.790715Z,2,1.0,1.0,0.0,11.957617696467539,8,1.0,5.345822373620035,1
14510.0,user489@upi,user171@upi,Chennai,2026-04-11T14:42:38.785497Z,14,0.0,0.0,1.0,9.582662261491093,0,0.1,-0.41440444721669567,0
5620.0,user121@upi,user296@upi,Delhi,2026-04-11T08:42:38.744340Z,8,0.0,0.0,1.0,8.634264863002075,1,0.1,0.7752285232907945,0
1308.0,user264@upi,user100@upi,Bangalore,2026-04-21T20:42:38.693813Z,20,0.0,0.0,1.0,7.1770187659099,0,0.1,0.3981437320183423,0
2247.0,user170@upi,user423@upi,Delhi,2026-04-10T09:42:38.746544Z,9,0.0,0.0,1.0,7.717796211013582,0,0.1,0.39363050085045015,0
9933.0,user429@upi,user254@upi,Kolkata,2026-04-20T12:42:38.716086Z,12,0.0,0.0,1.0,9.203718495667296,0,0.1,0.32356693415274407,0
2587.0,user361@upi,user488@upi,Chennai,2026-04-17T21:42:38.756536Z,21,0.0,0.0,1.0,7.858640655620791,0,0.1,0.39088570873192385,0
1360.0,user35@upi,user312@upi,Ahmedabad,2026-04-10T09:42:38.767320Z,9,0.0,0.0,1.0,7.215975002651466,1,0.1,0.256673269288191,0
6129.0,user456@upi,user158@upi,Ahmedabad,2026-04-20T10:42:38.787352Z,10,0.0,0.0,1.0,8.720950028930258,1,0.1,0.13790147979623957,0
51.0,user359@upi,user497@upi,Mumbai,2026-04-10T11:42:38.748600Z,11,0.0,0.0,1.0,3.9512437185814275,2,0.1,0.3176479097118079,0
6348.0,user306@upi,user182@upi,Chennai,2026-04-05T18:42:38.776364Z,18,0.0,0.0,1.0,8.75605259917045,1,0.1,-0.27583450159762307,0
13130.0,user438@upi,user44@upi,Hyderabad,2026-04-02T16:42:38.776495Z,16,0.0,0.0,1.0,9.482731125859004,0,0.1,-0.2771885810878697,0
271000.0,fraud494@upi,victim12@ybl,Suspicious,2026-03-31T06:42:38.801040Z,6,0.0,1.0,0.0,12.509877789891931,8,1.0,5.220980519090033,1
10472.0,user173@upi,user342@upi,Chennai,2026-04-22T14:42:38.745618Z,14,0.0,0.0,1.0,9.256555795773146,0,0.1,0.742195698339934,0
2151.0,user253@upi,user231@upi,Ahmedabad,2026-04-24T15:42:38.711846Z,15,0.0,0.0,1.0,7.674152921281675,0,0.1,-0.1943719505604345,0
14440.0,user380@upi,user257@upi,Bangalore,2026-04-21T12:42:38.727255Z,12,0.0,0.0,1.0,9.577826662126565,1,0.1,0.7622213055224385,0
9525.0,user148@upi,user138@upi,Chennai,2026-04-18T17:42:38.702552Z,17,0.0,0.0,1.0,9.161780181360806,0,0.1,0.5603565434391518,0
3070.0,user417@upi,user329@upi,Delhi,2026-04-25T18:42:38.702565Z,18,0.0,0.0,1.0,8.029758520440822,0,0.1,-0.3013271386429498,0
403000.0,fraud110@upi,victim68@ibl,Unknown,2026-04-17T00:42:38.811501Z,0,1.0,1.0,0.0,12.90669432231532,5,1.0,4.835939079841976,1
7393.0,user105@upi,user158@upi,Bangalore,2026-04-18T13:42:38.707191Z,13,0.0,0.0,1.0,8.908424139496578,1,0.1,-0.16472644803288622,0
8225.0,user76@upi,user22@upi,Hyderabad,2026-04-14T16:42:38.719202Z,16,0.0,0.0,1.0,9.015055148790369,2,0.1,0.7683331986831001,0
14030.0,user161@upi,user315@upi,Hyderabad,2026-04-09T22:42:38.706366Z,22,0.0,0.0,1.0,9.549024446393997,2,0.1,0.43114738743683967,0
6494.0,user122@upi,user22@upi,Kolkata,2026-04-26T14:42:38.711507Z,14,0.0,0.0,1.0,8.7787879291047,0,0.1,0.15095907258877572,0
675.0,user143@upi,user413@upi,Ahmedabad,2026-04-10T08:42:38.771974Z,8,0.0,0.0,1.0,6.516193076042964,1,0.1,0.7520640880673855,0
13361.0,user359@upi,user471@upi,Mumbai,2026-04-20T09:42:38.705424Z,9,0.0,0.0,1.0,9.500170136485423,1,0.1,-0.33350930358550784,0
2956.0,user60@upi,user416@upi,Pune,2026-04-15T08:42:38.724027Z,8,0.0,0.0,1.0,7.9919305198524775,7,0.1,0.5905368168788354,0
118716.0,fraud929@okaxis,victim3@upi,Suspicious,2026-04-11T02:42:38.799371Z,2,1.0,0.0,0.0,11.684497788540147,10,1.0,5.013580505056177,1
328330.0,fraud989@upi,victim93@ibl,Suspicious,2026-04-26T01:42:38.793201Z,1,1.0,0.0,0.0,12.70177752486188,8,1.0,7.444655155674882,1
12000.0,user286@upi,user29@upi,Suspicious,2026-04-10T16:42:38.787450Z,16,0.0,1.0,1.0,9.392745258631441,2,1.0,-0.2768096238466752,0
6566.0,user166@upi,user274@upi,Unknown,2026-04-20T21:42:38.740303Z,21,0.0,0.0,1.0,8.789812386190972,2,1.0,0.2452556177826175,0
373000.0,fraud741@okaxis,victim42@upi,Foreign,2026-04-05T01:42:38.804164Z,1,1.0,1.0,0.0,12.829336379587506,12,1.0,3.8662363991712385,1
8065.0,user103@upi,user40@upi,Chennai,2026-04-08T09:42:38.748096Z,9,0.0,0.0,1.0,8.995412975433313,7,0.1,0.6516296059323565,0
7245.0,user98@upi,user2@upi,Pune,2026-03-27T12:42:38.710466Z,12,0.0,0.0,1.0,8.888204871455022,2,0.1,0.2957529108495198,0
8233.0,user28@upi,user407@upi,Ahmedabad,2026-04-09T15:42:38.787533Z,15,0.0,0.0,1.0,9.01602720232985,0,0.1,-0.46715848992295494,0
2485.0,user421@upi,user220@upi,Kolkata,2026-04-06T21:42:38.736136Z,21,0.0,0.0,1.0,7.818430272070656,1,0.1,0.7830283499176915,0
171000.0,fraud825@okaxis,victim80@upi,Suspicious,2026-04-03T03:42:38.809980Z,3,1.0,1.0,0.0,12.049424683420915,6,1.0,6.055861672560045,1
12552.0,user402@upi,user131@upi,Hyderabad,2026-04-13T18:42:38.705777Z,18,0.0,0.0,1.0,9.437714959818209,0,0.1,0.1614629063603914,0
13225.0,user313@upi,user288@upi,Chennai,2026-04-19T18:42:38.716307Z,18,0.0,0.0,1.0,9.489939868234607,2,0.1,-0.12226662448682596,0
2045.0,user99@upi,user415@upi,Pune,2026-04-05T16:42:38.771546Z,16,0.0,0.0,1.0,7.6236419465115715,2,0.1,0.7807458872861002,0
13277.0,user471@upi,user381@upi,Mumbai,2026-04-25T18:42:38.706700Z,18,0.0,0.0,1.0,9.493863809279105,0,0.1,0.1816219075216846,0
4858.0,user310@upi,user424@upi,Pune,2026-04-01T14:42:38.696842Z,14,0.0,0.0,1.0,8.488587934405903,0,0.1,-0.3280250708024477,0
488000.0,fraud604@okaxis,victim14@upi,Foreign,2026-03-29T02:42:38.808286Z,2,1.0,1.0,0.0,13.098072734013513,7,1.0,3.463268124125366,1
8782.0,user305@upi,user314@upi,Kolkata,2026-04-04T08:42:38.771638Z,8,0.0,0.0,1.0,9.080573313917117,2,0.1,0.42480572160523766,0
7093.0,user207@upi,user289@upi,Mumbai,2026-04-09T14:42:38.703381Z,14,0.0,0.0,1.0,8.867004635333567,2,0.1,0.5495163800898268,0
122775.0,fraud41@ibl,victim27@upi,Foreign,2026-04-26T04:42:38.803741Z,4,1.0,0.0,0.0,11.71811683585493,9,1.0,6.2190564437492295,1
418000.0,fraud783@ybl,victim51@okaxis,Suspicious,2026-04-09T05:42:38.794255Z,5,1.0,1.0,0.0,12.94323910384853,15,1.0,6.8771445890568,1
6300.0,user388@upi,user327@upi,Unknown,2026-04-10T12:42:38.747792Z,12,0.0,0.0,1.0,8.748463629942055,0,1.0,-0.24477770492240236,0
9418.0,user368@upi,user107@upi,Hyderabad,2026-04-07T21:42:38.715779Z,21,0.0,0.0,1.0,9.150484204822817,1,0.1,0.864602595600457,0
5212.0,user453@upi,user363@upi,Delhi,2026-04-22T14:42:38.703167Z,14,0.0,0.0,1.0,8.558910784768106,2,0.1,-0.16718176223294828,0
8503.0,user476@upi,user200@upi,Kolkata,2026-04-23T20:42:38.715543Z,20,0.0,0.0,1.0,9.048291920021784,2,0.1,0.9666489931463651,0
143835.0,fraud303@okaxis,victim54@ibl,Unknown,2026-04-24T01:42:38.801835Z,1,1.0,0.0,0.0,11.876429040642472,7,1.0,6.265854477107646,1
13827.0,user189@upi,user240@upi,Mumbai,2026-04-14T18:42:38.726127Z,18,0.0,0.0,1.0,9.534450801041515,1,0.1,0.7787378498222339,0
8071.0,user236@upi,user188@upi,Mumbai,2026-04-18T22:42:38.698523Z,22,0.0,0.0,1.0,8.996156562033445,2,0.1,0.5295814577783988,0
199231.0,fraud508@ibl,victim75@upi,Suspicious,2026-04-21T00:42:38.808978Z,0,1.0,0.0,0.0,12.20222525380128,9,1.0,5.865431536084131,1
11524.0,user220@upi,user202@upi,Hyderabad,2026-04-01T10:42:38.714969Z,10,0.0,0.0,1.0,9.352273867864849,1,0.1,0.16767466663344166,0
8047.0,user89@upi,user316@upi,Chennai,2026-04-17T14:42:38.767210Z,14,0.0,0.0,1.0,8.99317889233952,0,0.1,0.3883086848294326,0
2157.0,user64@upi,user398@upi,Pune,2026-04-06T18:42:38.728245Z,18,0.0,0.0,1.0,7.67693714581808,0,0.1,0.35819678054897863,0
58531.0,fraud213@upi,victim51@ybl,Unknown,2026-04-01T06:42:38.794147Z,6,0.0,0.0,0.0,10.977328892212316,13,1.0,6.167988329896612,1
497000.0,fraud360@ybl,victim9@okaxis,Suspicious,2026-04-13T02:42:38.802230Z,2,1.0,1.0,0.0,13.116347317149176,13,1.0,4.56359712695825,1
12974.0,user416@upi,user43@upi,Bangalore,2026-03-30T10:42:38.715946Z,10,0.0,0.0,1.0,9.470779708034089,2,0.1,3.133559649419637,0
472000.0,fraud876@ybl,victim41@okaxis,Unknown,2026-04-07T02:42:38.807456Z,2,1.0,1.0,0.0,13.064736383209516,11,1.0,5.967127921052064,1
141000.0,fraud473@okaxis,victim44@upi,Foreign,2026-04-05T01:42:38.801152Z,1,1.0,1.0,0.0,11.856522261533737,8,1.0,3.7983935331717733,1
11186.0,user169@upi,user437@upi,Chennai,2026-04-23T18:42:38.756672Z,18,0.0,0.0,1.0,9.32250766884693,1,0.1,-0.4550700534926166,0
381000.0,fraud618@upi,victim10@ybl,Unknown,2026-03-29T05:42:38.806375Z,5,1.0,1.0,0.0,12.850557278777309,7,1.0,3.4454262556096826,1
489.0,user290@upi,user317@upi,Kolkata,2026-04-02T11:42:38.722286Z,11,0.0,0.0,1.0,6.194405391104672,0,0.1,-0.11234441726782884,0
14153.0,user268@upi,user357@upi,Kolkata,2026-04-04T08:42:38.764210Z,8,0.0,0.0,1.0,9.55775254863573,0,0.1,0.605207916253168,0
6228.0,user123@upi,user132@upi,Chennai,2026-04-03T14:42:38.752388Z,14,0.0,0.0,1.0,8.736971085254146,1,0.1,0.7455587661365981,0
14793.0,user234@upi,user73@upi,Mumbai,2026-04-26T18:42:38.697069Z,18,0.0,0.0,1.0,9.601976972147813,1,0.1,0.14188382402867983,0
8863.0,user410@upi,user100@upi,Mumbai,2026-04-17T15:42:38.697830Z,15,0.0,0.0,1.0,9.089753408987065,0,0.1,0.05431083816819937,0
10549.0,user386@upi,user297@upi,Bangalore,2026-04-25T10:42:38.758610Z,10,0.0,0.0,1.0,9.263881138904212,2,0.1,0.25657855572705124,0
12115.0,user330@upi,user235@upi,Ahmedabad,2026-04-24T13:42:38.758048Z,13,0.0,0.0,1.0,9.402282172147128,2,0.1,-0.08456021385633966,0
8446.0,user433@upi,user320@upi,Pune,2026-04-10T13:42:38.696519Z,13,0.0,0.0,1.0,9.041566627727496,0,0.1,0.5233013452573965,0
12250.0,user434@upi,user229@upi,Delhi,2026-04-18T16:42:38.766524Z,16,0.0,0.0,1.0,9.41336284529417,1,0.1,-0.3942372562101709,0
9845.0,user114@upi,user30@upi,Mumbai,2026-04-06T13:42:38.714396Z,13,0.0,0.0,1.0,9.194820560318146,0,0.1,0.38627061237106686,0
13342.0,user140@upi,user323@upi,Bangalore,2026-04-09T08:42:38.711569Z,8,0.0,0.0,1.0,9.49874718174242,1,0.1,-0.07125502734817635,0
3797.0,user465@upi,user46@upi,Ahmedabad,2026-04-21T11:42:38.694233Z,11,0.0,0.0,1.0,8.242229891372231,1,0.1,0.5518917313050204,0
14073.0,user219@upi,user73@upi,Ahmedabad,2026-03-29T01:42:38.706593Z,1,1.0,0.0,1.0,9.552084402526495,2,0.1,0.021060192036298164,0
7597.0,user133@upi,user137@upi,Ahmedabad,2026-04-06T08:42:38.705965Z,8,0.0,0.0,1.0,8.935640333747571,0,0.1,0.24583012827480832,0
2962.0,user190@upi,user341@upi,Kolkata,2026-04-13T20:42:38.732260Z,20,0.0,0.0,1.0,7.993957547573565,0,0.1,0.9278087406436053,0
152712.0,fraud483@ibl,victim84@okaxis,Foreign,2026-03-28T02:42:38.804837Z,2,1.0,0.0,0.0,11.936315621833172,12,1.0,3.5845189875025927,1
9191.0,user308@upi,user81@upi,Bangalore,2026-03-29T11:42:38.732770Z,11,0.0,0.0,1.0,9.126088819528592,2,0.1,0.05290221081895119,0
291341.0,fraud257@ibl,victim81@okaxis,Foreign,2026-04-25T01:42:38.791790Z,1,1.0,0.0,0.0,12.582253113810845,13,1.0,5.717074705117151,1
13083.0,user278@upi,user310@upi,Delhi,2026-04-03T16:42:38.730542Z,16,0.0,0.0,1.0,9.479145388658274,1,0.1,-0.2600396372453604,0
11564.0,user302@upi,user279@upi,Kolkata,2026-04-23T14:42:38.703628Z,14,0.0,0.0,1.0,9.355738574665539,2,0.1,0.8906581289447959,0
459000.0,fraud232@okaxis,victim35@upi,Unknown,2026-04-05T00:42:38.810383Z,0,1.0,1.0,0.0,13.036807667689546,12,1.0,5.238117980175556,1
9593.0,user371@upi,user294@upi,Mumbai,2026-04-19T12:42:38.690292Z,12,0.0,0.0,1.0,9.168893182062009,2,0.1,0.03932813584173389,0
162000.0,fraud900@upi,victim68@okaxis,Suspicious,2026-03-27T02:42:38.793681Z,2,1.0,1.0,0.0,11.995357787034976,10,1.0,3.5046068947926248,1
3594.0,user381@upi,user18@upi,Ahmedabad,2026-04-13T20:42:38.734552Z,20,0.0,0.0,1.0,8.187299270155147,0,0.1,0.07198840839004639,0
445000.0,fraud12@ibl,victim65@okaxis,Unknown,2026-04-11T02:42:38.803282Z,2,1.0,1.0,0.0,13.005831808336863,6,1.0,7.788026467077326,1
8505.0,user155@upi,user275@upi,Ahmedabad,2026-03-31T12:42:38.739783Z,12,0.0,0.0,1.0,9.04852707581358,2,0.1,-0.1138047161371264,0
14004.0,user126@upi,user426@upi,Delhi,2026-04-12T12:42:38.689116Z,12,0.0,0.0,1.0,9.54716968769421,1,0.1,-0.13420484121356602,0
246000.0,fraud533@ybl,victim92@upi,Suspicious,2026-04-10T04:42:38.797309Z,4,1.0,1.0,0.0,12.413090879946887,7,1.0,3.3562097398531177,1
12053.0,user157@upi,user370@upi,Kolkata,2026-04-08T12:42:38.702668Z,12,0.0,0.0,1.0,9.39715183404299,2,0.1,0.70688978886539,0
4499.0,user292@upi,user374@upi,Ahmedabad,2026-04-07T08:42:38.755737Z,8,0.0,0.0,1.0,8.411832675758411,1,0.1,0.6874052244770597,0
260.0,user149@upi,user402@upi,Mumbai,2026-04-16T16:42:38.765950Z,16,0.0,0.0,1.0,5.564520407322694,2,0.1,0.8768460043455315,0
10913.0,user398@upi,user11@upi,Delhi,2026-04-13T10:42:38.753042Z,10,0.0,0.0,1.0,9.297801647746176,1,0.1,0.40329990806961213,0
7136.0,user325@upi,user94@upi,Hyderabad,2026-04-15T13:42:38.763397Z,13,0.0,0.0,1.0,8.873047798971067,0,0.1,-0.10304806346486817,0
5832.0,user141@upi,user407@upi,Pune,2026-04-12T19:42:38.785293Z,19,0.0,0.0,1.0,8.671286726753637,2,0.1,0.3885869158439408,0
804.0,user426@upi,user428@upi,Kolkata,2026-04-10T12:42:38.756734Z,12,0.0,0.0,1.0,6.690842277418564,0,0.1,0.6184094621218148,0
6003.0,user62@upi,user215@upi,Kolkata,2026-04-07T17:42:38.787514Z,17,0.0,0.0,1.0,8.700181192753353,1,0.1,-0.029492122689139755,0
10252.0,user481@upi,user331@upi,Pune,2026-04-21T15:42:38.694503Z,15,0.0,0.0,1.0,9.235325624670091,2,0.1,0.15434500598319167,0
7814.0,user178@upi,user216@upi,Ahmedabad,2026-04-20T19:42:38.693657Z,19,0.0,0.0,1.0,8.963800242855577,2,0.1,-0.46777655231002574,0
347980.0,fraud637@ybl,victim48@upi,Foreign,2026-04-25T03:42:38.806473Z,3,1.0,0.0,0.0,12.759903159564953,6,1.0,4.184643530761082,1
471585.0,fraud360@ibl,victim62@upi,Foreign,2026-04-26T03:42:38.801893Z,3,1.0,0.0,0.0,13.063856761029985,6,1.0,6.862661179926167,1
5926.0,user331@upi,user239@upi,Ahmedabad,2026-04-21T20:42:38.701338Z,20,0.0,0.0,1.0,8.687273461787838,2,0.1,0.7926999406554289,0
1263.0,user362@upi,user353@upi,Pune,2026-03-28T22:42:38.697861Z,22,0.0,0.0,1.0,7.142036574706803,0,0.1,0.15006643645955764,0
361000.0,fraud468@ibl,victim25@ybl,Unknown,2026-04-25T05:42:38.809088Z,5,1.0,1.0,0.0,12.796636007394284,12,1.0,5.354598144053984,1
14010.0,user468@upi,user338@upi,Pune,2026-03-30T21:42:38.692752Z,21,0.0,0.0,1.0,9.547598014371232,0,0.1,-0.47138251409870874,0
3596.0,user252@upi,user133@upi,Hyderabad,2026-04-15T22:42:38.734954Z,22,0.0,0.0,1.0,8.187855443695623,2,0.1,0.32436190101228757,0
